customer_id,signup_date,state,region,customer_segment
C03759,2023-11-13,CE,Nordeste,Premium
C03760,2025-11-01,MG,Sudeste,Mass Market
C03761,2025-09-04,GO,Centro-Oeste,Intermediário
C03762,2023-01-21,PR,Sul,Mass Market
C03763,2025-10-11,SP,Sudeste,Mass Market
C03764,2023-09-16,MG,Sudeste,Premium
C03765,2025-07-03,GO,Centro-Oeste,Mass Market
C03766,2023-05-04,MA,Nordeste,Mass Market
C03767,2022-08-21,MS,Centro-Oeste,Intermediário
C03768,2024-01-24,SP,Sudeste,Mass Market
C03769,2025-11-02,BA,Nordeste,Mass Market
C03770,2024-03-23,DF,Centro-Oeste,Mass Market
C03771,2022-08-07,RJ,Sudeste,Mass Market
C03772,2024-12-04,PR,Sul,Mass Market
C03773,2024-08-29,RS,Sul,Mass Market
C03774,2022-09-25,RS,Sul,Mass Market
C03775,2025-10-21,DF,Centro-Oeste,Mass Market
C03776,2023-04-02,CE,Nordeste,Mass Market
C03777,2022-07-08,GO,Centro-Oeste,Mass Market
C03778,2023-12-13,RJ,Sudeste,Premium
C03779,2025-03-05,MG,Sudeste,Mass Market
C03780,2024-02-24,RS,Sul,Mass Market
C03781,2024-03-24,MG,Sudeste,Mass Market
C03782,2024-01-13,RJ,Sudeste,Mass Market
C03783,2023-07-09,MS,Centro-Oeste,Mass Market
C03784,2022-09-09,ES,Sudeste,Intermediário
C03785,2022-11-04,MG,Sudeste,Premium
C03786,2024-02-01,PA,Norte,Mass Market
C03787,2023-09-10,SP,Sudeste,Mass Market
C03788,2023-11-07,SP,Sudeste,Premium
C03789,2022-07-28,PR,Sul,Mass Market
C03790,2024-04-27,SP,Sudeste,Mass Market
C03791,2022-04-29,GO,Centro-Oeste,Mass Market
C03792,2024-07-06,AL,Nordeste,Mass Market
C03793,2023-06-05,RN,Nordeste,Intermediário
C03794,2022-12-17,SP,Sudeste,Intermediário
C03795,2024-08-03,SP,Sudeste,Mass Market
C03796,2023-08-16,AC,Norte,Intermediário
C03797,2025-11-03,SP,Sudeste,Intermediário
C03798,2025-09-06,SC,Sul,Mass Market
C03799,2024-09-14,SC,Sul,Mass Market
C03800,2022-02-23,PR,Sul,Mass Market
C03801,2024-10-15,SP,Sudeste,Premium
C03802,2025-12-19,BA,Nordeste,Mass Market
C03803,2023-10-15,RR,Norte,Premium
C03804,2025-10-29,SC,Sul,Mass Market
C03805,2022-12-30,RJ,Sudeste,Mass Market
C03806,2023-06-21,CE,Nordeste,Mass Market
C03807,2025-07-17,GO,Centro-Oeste,Premium
C03808,2024-06-12,RR,Norte,Mass Market
C03809,2023-10-04,RJ,Sudeste,Mass Market
C03810,2024-01-24,RJ,Sudeste,Intermediário
C03811,2024-08-13,PR,Sul,Mass Market
C03812,2024-11-21,PE,Nordeste,Intermediário
C03813,2025-03-23,PR,Sul,Intermediário
C03814,2023-01-05,SP,Sudeste,Mass Market
C03815,2023-07-25,DF,Centro-Oeste,Intermediário
C03816,2023-12-17,SP,Sudeste,Mass Market
C03817,2025-02-13,SP,Sudeste,Mass Market
C03818,2024-10-18,MA,Nordeste,Mass Market
C03819,2025-11-15,RS,Sul,Intermediário
C03820,2025-03-18,TO,Norte,Mass Market
C03821,2022-05-26,AL,Nordeste,Intermediário
C03822,2025-09-28,ES,Sudeste,Mass Market
C03823,2025-12-20,SP,Sudeste,Mass Market
C03824,2025-05-15,PE,Nordeste,Mass Market
C03825,2024-05-14,RN,Nordeste,Mass Market
C03826,2023-03-29,PR,Sul,Premium
C03827,2025-09-11,MG,Sudeste,Intermediário
C03828,2023-02-17,RS,Sul,Mass Market
C03829,2024-09-17,PR,Sul,Mass Market
C03830,2024-03-28,RS,Sul,Mass Market
C03831,2025-08-14,RN,Nordeste,Mass Market
C03832,2022-02-09,AP,Norte,Intermediário
C03833,2025-01-20,MG,Sudeste,Intermediário
C03834,2025-05-20,MA,Nordeste,Intermediário
C03835,2024-01-29,PR,Sul,Intermediário
C03836,2023-05-17,AL,Nordeste,Intermediário
C03837,2022-02-05,MG,Sudeste,Mass Market
C03838,2024-06-20,SP,Sudeste,Mass Market
C03839,2024-11-29,RO,Norte,Intermediário
C03840,2024-02-03,BA,Nordeste,Intermediário
C03841,2023-07-05,BA,Nordeste,Intermediário
C03842,2024-11-13,SC,Sul,Intermediário
C03843,2024-03-07,DF,Centro-Oeste,Mass Market
C03844,2024-09-13,RJ,Sudeste,Mass Market
C03845,2023-05-19,SP,Sudeste,Mass Market
C03846,2023-09-18,PR,Sul,Mass Market
C03847,2022-07-01,PR,Sul,Mass Market
C03848,2025-02-25,PR,Sul,Intermediário
C03849,2025-04-24,PE,Nordeste,Mass Market
C03850,2025-11-21,MA,Nordeste,Mass Market
C03851,2024-03-06,ES,Sudeste,Mass Market
C03852,2023-10-22,SE,Nordeste,Mass Market
C03853,2024-08-22,RS,Sul,Intermediário
C03854,2023-08-14,RS,Sul,Mass Market
C03855,2023-08-09,PR,Sul,Mass Market
C03856,2023-09-10,RJ,Sudeste,Intermediário
C03857,2022-12-20,SP,Sudeste,Intermediário
C03858,2022-06-11,PE,Nordeste,Mass Market
C03859,2025-09-06,SC,Sul,Mass Market
C03860,2024-02-02,RJ,Sudeste,Mass Market
C03861,2023-12-16,GO,Centro-Oeste,Intermediário
C03862,2023-11-05,SP,Sudeste,Mass Market
C03863,2025-01-18,RJ,Sudeste,Intermediário
C03864,2025-09-21,SP,Sudeste,Intermediário
C03865,2023-03-30,MG,Sudeste,Mass Market
C03866,2024-10-10,MT,Centro-Oeste,Mass Market
C03867,2022-12-20,MG,Sudeste,Mass Market
C03868,2024-10-29,SP,Sudeste,Mass Market
C03869,2023-11-28,SP,Sudeste,Mass Market
C03870,2023-12-07,PR,Sul,Mass Market
C03871,2022-04-25,MT,Centro-Oeste,Mass Market
C03872,2022-01-09,MG,Sudeste,Intermediário
C03873,2025-10-22,PR,Sul,Mass Market
C03874,2022-03-03,PR,Sul,Mass Market
C03875,2024-07-31,SC,Sul,Intermediário
C03876,2023-03-17,MG,Sudeste,Mass Market
C03877,2022-05-25,MS,Centro-Oeste,Mass Market
C03878,2022-02-19,DF,Centro-Oeste,Intermediário
C03879,2024-08-17,RJ,Sudeste,Mass Market
C03880,2024-07-13,MG,Sudeste,Mass Market
C03881,2024-01-06,SE,Nordeste,Intermediário
C03882,2022-08-27,RJ,Sudeste,Intermediário
C03883,2022-06-17,RS,Sul,Intermediário
C03884,2024-07-16,SP,Sudeste,Mass Market
C03885,2024-06-14,RS,Sul,Intermediário
C03886,2023-09-04,GO,Centro-Oeste,Mass Market
C03887,2022-10-16,SP,Sudeste,Intermediário
C03888,2022-09-09,SP,Sudeste,Intermediário
C03889,2024-03-11,MG,Sudeste,Mass Market
C03890,2023-08-27,MG,Sudeste,Mass Market
C03891,2025-08-10,SP,Sudeste,Mass Market
C03892,2022-01-19,DF,Centro-Oeste,Mass Market
C03893,2023-05-26,SP,Sudeste,Mass Market
C03894,2022-06-20,SP,Sudeste,Intermediário
C03895,2023-03-15,GO,Centro-Oeste,Mass Market
C03896,2022-03-03,SP,Sudeste,Mass Market
C03897,2025-09-01,PA,Norte,Premium
C03898,2024-02-20,RJ,Sudeste,Mass Market
C03899,2025-10-11,BA,Nordeste,Intermediário
C03900,2024-02-03,MG,Sudeste,Intermediário
C03901,2024-05-03,SP,Sudeste,Mass Market
C03902,2022-05-14,SP,Sudeste,Mass Market
C03903,2025-08-18,CE,Nordeste,Mass Market
C03904,2025-11-13,BA,Nordeste,Intermediário
C03905,2025-05-30,RJ,Sudeste,Mass Market
C03906,2024-09-21,GO,Centro-Oeste,Mass Market
C03907,2023-02-01,RJ,Sudeste,Mass Market
C03908,2023-09-04,PE,Nordeste,Intermediário
C03909,2025-01-20,RJ,Sudeste,Mass Market
C03910,2025-09-24,MA,Nordeste,Intermediário
C03911,2024-05-29,SP,Sudeste,Mass Market
C03912,2025-10-24,SE,Nordeste,Mass Market
C03913,2025-05-22,PE,Nordeste,Intermediário
C03914,2024-03-26,MT,Centro-Oeste,Mass Market
C03915,2023-11-22,MG,Sudeste,Mass Market
C03916,2023-02-15,RO,Norte,Mass Market
C03917,2023-12-14,SP,Sudeste,Intermediário
C03918,2024-10-20,ES,Sudeste,Premium
C03919,2024-07-11,MG,Sudeste,Mass Market
C03920,2025-07-18,RJ,Sudeste,Mass Market
C03921,2024-12-18,SP,Sudeste,Mass Market
C03922,2025-11-07,MT,Centro-Oeste,Mass Market
C03923,2024-08-31,MA,Nordeste,Mass Market
C03924,2024-11-08,ES,Sudeste,Intermediário
C03925,2023-12-16,PE,Nordeste,Mass Market
C03926,2023-08-22,ES,Sudeste,Mass Market
C03927,2025-08-07,SP,Sudeste,Mass Market
C03928,2024-01-27,CE,Nordeste,Mass Market
C03929,2022-08-09,PR,Sul,Mass Market
C03930,2022-04-23,SP,Sudeste,Mass Market
C03931,2024-05-30,CE,Nordeste,Mass Market
C03932,2024-12-01,MG,Sudeste,Intermediário
C03933,2024-07-10,MG,Sudeste,Mass Market
C03934,2023-09-20,GO,Centro-Oeste,Intermediário
C03935,2024-03-02,SP,Sudeste,Mass Market
C03936,2025-10-29,PB,Nordeste,Mass Market
C03937,2024-01-29,MG,Sudeste,Intermediário
C03938,2023-04-03,RN,Nordeste,Premium
C03939,2023-03-09,CE,Nordeste,Mass Market
C03940,2024-11-18,SP,Sudeste,Mass Market
C03941,2024-10-13,SC,Sul,Mass Market
C03942,2023-03-24,SP,Sudeste,Mass Market
C03943,2023-08-12,MT,Centro-Oeste,Mass Market
C03944,2024-06-08,MG,Sudeste,Intermediário
C03945,2022-05-14,GO,Centro-Oeste,Mass Market
C03946,2022-01-31,SP,Sudeste,Mass Market
C03947,2023-08-31,MA,Nordeste,Mass Market
C03948,2023-05-17,SP,Sudeste,Mass Market
C03949,2025-06-10,MG,Sudeste,Mass Market
C03950,2024-10-13,MG,Sudeste,Mass Market
C03951,2023-05-15,RJ,Sudeste,Mass Market
C03952,2024-07-12,PB,Nordeste,Intermediário
C03953,2022-08-07,ES,Sudeste,Mass Market
C03954,2025-11-25,GO,Centro-Oeste,Mass Market
C03955,2022-12-18,PA,Norte,Intermediário
C03956,2023-04-10,RJ,Sudeste,Mass Market
C03957,2023-09-01,TO,Norte,Mass Market
C03958,2022-04-03,GO,Centro-Oeste,Mass Market
C03959,2024-09-10,PR,Sul,Mass Market
C03960,2025-02-06,TO,Norte,Premium
C03961,2025-05-23,MG,Sudeste,Intermediário
C03962,2022-08-22,MA,Nordeste,Intermediário
C03963,2022-02-17,PR,Sul,Mass Market
C03964,2024-10-25,SP,Sudeste,Mass Market
C03965,2022-08-19,DF,Centro-Oeste,Intermediário
C03966,2025-09-20,MG,Sudeste,Mass Market
C03967,2022-03-22,MS,Centro-Oeste,Intermediário
C03968,2024-09-16,RS,Sul,Intermediário
C03969,2025-12-25,SP,Sudeste,Mass Market
C03970,2025-12-11,SP,Sudeste,Mass Market
C03971,2025-10-05,RJ,Sudeste,Mass Market
C03972,2024-02-02,BA,Nordeste,Mass Market
C03973,2025-07-31,RS,Sul,Intermediário
C03974,2025-08-06,MT,Centro-Oeste,Intermediário
C03975,2022-06-13,AM,Norte,Mass Market
C03976,2022-09-30,GO,Centro-Oeste,Mass Market
C03977,2022-03-06,SC,Sul,Mass Market
C03978,2022-11-21,BA,Nordeste,Mass Market
C03979,2023-12-05,RO,Norte,Mass Market
C03980,2023-09-13,RJ,Sudeste,Mass Market
C03981,2023-05-06,RJ,Sudeste,Mass Market
C03982,2025-11-22,SP,Sudeste,Mass Market
C03983,2025-06-20,PR,Sul,Mass Market
C03984,2023-10-19,CE,Nordeste,Mass Market
C03985,2023-03-25,PE,Nordeste,Mass Market
C03986,2024-04-21,RS,Sul,Mass Market
C03987,2022-06-10,MG,Sudeste,Mass Market
C03988,2022-08-10,MA,Nordeste,Mass Market
C03989,2024-10-08,SP,Sudeste,Mass Market
C03990,2023-11-06,RS,Sul,Mass Market
C03991,2025-04-03,GO,Centro-Oeste,Premium
C03992,2023-12-26,RS,Sul,Intermediário
C03993,2022-05-26,TO,Norte,Mass Market
C03994,2025-10-04,SP,Sudeste,Mass Market
C03995,2025-03-16,RJ,Sudeste,Mass Market
C03996,2023-04-15,CE,Nordeste,Mass Market
C03997,2023-02-25,SP,Sudeste,Mass Market
C03998,2022-05-09,PA,Norte,Mass Market
C03999,2024-08-12,CE,Nordeste,Intermediário
C04000,2022-11-22,RN,Nordeste,Mass Market
C04001,2024-04-14,AM,Norte,Mass Market
C04002,2023-04-24,SC,Sul,Mass Market
C04003,2024-02-27,SP,Sudeste,Premium
C04004,2022-10-27,RJ,Sudeste,Mass Market
C04005,2023-11-06,PI,Nordeste,Mass Market
C04006,2023-08-04,BA,Nordeste,Intermediário
C04007,2022-12-15,MG,Sudeste,Mass Market
C04008,2023-01-23,SP,Sudeste,Mass Market
C04009,2025-08-27,PB,Nordeste,Mass Market
C04010,2022-05-11,RJ,Sudeste,Mass Market
C04011,2024-07-06,MS,Centro-Oeste,Intermediário
C04012,2023-09-24,SC,Sul,Mass Market
C04013,2023-01-26,SP,Sudeste,Mass Market
C04014,2025-07-06,MG,Sudeste,Intermediário
C04015,2022-06-20,MS,Centro-Oeste,Mass Market
C04016,2024-08-14,PR,Sul,Mass Market
C04017,2022-10-17,ES,Sudeste,Mass Market
C04018,2024-03-08,MG,Sudeste,Mass Market
C04019,2024-04-06,SC,Sul,Premium
C04020,2024-01-20,PA,Norte,Intermediário
C04021,2023-02-27,GO,Centro-Oeste,Mass Market
C04022,2022-09-19,SP,Sudeste,Mass Market
C04023,2022-08-02,RN,Nordeste,Mass Market
C04024,2024-07-09,BA,Nordeste,Mass Market
C04025,2024-02-19,CE,Nordeste,Mass Market
C04026,2023-02-14,SC,Sul,Intermediário
C04027,2023-05-25,SP,Sudeste,Mass Market
C04028,2023-02-12,MG,Sudeste,Mass Market
C04029,2023-08-31,PA,Norte,Mass Market
C04030,2022-01-13,SP,Sudeste,Mass Market
C04031,2025-08-15,ES,Sudeste,Mass Market
C04032,2024-02-18,RS,Sul,Intermediário
C04033,2023-05-28,SP,Sudeste,Mass Market
C04034,2025-08-28,MA,Nordeste,Intermediário
C04035,2024-04-04,CE,Nordeste,Intermediário
C04036,2022-07-16,MA,Nordeste,Intermediário
C04037,2022-04-12,GO,Centro-Oeste,Intermediário
C04038,2025-12-14,MG,Sudeste,Mass Market
C04039,2024-05-24,BA,Nordeste,Intermediário
C04040,2024-06-03,MT,Centro-Oeste,Intermediário
C04041,2022-09-11,PE,Nordeste,Mass Market
C04042,2025-11-06,RJ,Sudeste,Intermediário
C04043,2024-12-12,SC,Sul,Premium
C04044,2024-08-19,PA,Norte,Intermediário
C04045,2025-10-10,PR,Sul,Premium
C04046,2024-03-07,SC,Sul,Mass Market
C04047,2023-10-10,RJ,Sudeste,Mass Market
C04048,2024-03-05,DF,Centro-Oeste,Mass Market
C04049,2024-12-25,PR,Sul,Mass Market
C04050,2025-07-31,SP,Sudeste,Mass Market
C04051,2023-04-29,RS,Sul,Premium
C04052,2024-09-07,SP,Sudeste,Premium
C04053,2025-08-24,MG,Sudeste,Mass Market
C04054,2022-10-26,SP,Sudeste,Mass Market
C04055,2023-12-17,CE,Nordeste,Intermediário
C04056,2024-04-15,RJ,Sudeste,Mass Market
C04057,2025-04-29,RJ,Sudeste,Premium
C04058,2022-12-01,MG,Sudeste,Mass Market
C04059,2022-12-31,SP,Sudeste,Mass Market
C04060,2024-10-15,MT,Centro-Oeste,Mass Market
C04061,2023-04-24,SC,Sul,Mass Market
C04062,2023-11-26,SP,Sudeste,Mass Market
C04063,2025-05-01,RN,Nordeste,Mass Market
C04064,2024-01-16,SP,Sudeste,Intermediário
C04065,2023-11-06,SP,Sudeste,Intermediário
C04066,2022-03-16,RR,Norte,Intermediário
C04067,2022-09-14,BA,Nordeste,Premium
C04068,2022-04-23,PA,Norte,Premium
C04069,2022-12-08,SP,Sudeste,Intermediário
C04070,2023-11-15,MG,Sudeste,Mass Market
C04071,2025-05-12,SP,Sudeste,Mass Market
C04072,2025-03-25,SP,Sudeste,Intermediário
C04073,2023-01-25,MG,Sudeste,Mass Market
C04074,2022-03-14,MG,Sudeste,Mass Market
C04075,2022-07-10,RJ,Sudeste,Mass Market
C04076,2022-07-25,RS,Sul,Intermediário
C04077,2025-04-26,PE,Nordeste,Mass Market
C04078,2023-12-24,MA,Nordeste,Mass Market
C04079,2025-12-13,PA,Norte,Mass Market
C04080,2025-02-15,CE,Nordeste,Intermediário
C04081,2025-02-03,BA,Nordeste,Intermediário
C04082,2023-07-21,MG,Sudeste,Intermediário
C04083,2024-02-15,MT,Centro-Oeste,Mass Market
C04084,2024-04-17,RJ,Sudeste,Mass Market
C04085,2022-03-30,SP,Sudeste,Mass Market
C04086,2022-10-30,MG,Sudeste,Intermediário
C04087,2025-09-02,MA,Nordeste,Intermediário
C04088,2022-08-07,MT,Centro-Oeste,Mass Market
C04089,2022-03-10,MG,Sudeste,Mass Market
C04090,2022-12-24,RR,Norte,Mass Market
C04091,2025-06-25,MG,Sudeste,Mass Market
C04092,2025-07-27,PA,Norte,Mass Market
C04093,2022-08-10,BA,Nordeste,Intermediário
C04094,2025-12-09,RS,Sul,Intermediário
C04095,2024-01-08,MG,Sudeste,Mass Market
C04096,2022-09-07,GO,Centro-Oeste,Mass Market
C04097,2022-06-06,ES,Sudeste,Intermediário
C04098,2024-01-25,SE,Nordeste,Premium
C04099,2024-02-09,CE,Nordeste,Mass Market
C04100,2023-07-05,AM,Norte,Mass Market
C04101,2022-03-16,GO,Centro-Oeste,Mass Market
C04102,2025-02-28,RO,Norte,Intermediário
C04103,2024-06-14,SP,Sudeste,Premium
C04104,2023-10-08,RJ,Sudeste,Mass Market
C04105,2023-07-20,MG,Sudeste,Mass Market
C04106,2024-06-03,RJ,Sudeste,Intermediário
C04107,2024-10-11,PE,Nordeste,Mass Market
C04108,2025-09-16,RJ,Sudeste,Mass Market
C04109,2024-10-31,RS,Sul,Intermediário
C04110,2025-02-28,RJ,Sudeste,Mass Market
C04111,2025-06-17,ES,Sudeste,Premium
C04112,2022-12-23,BA,Nordeste,Mass Market
C04113,2025-09-22,SP,Sudeste,Mass Market
C04114,2022-03-27,GO,Centro-Oeste,Mass Market
C04115,2023-10-23,RS,Sul,Mass Market
C04116,2023-06-06,RJ,Sudeste,Intermediário
C04117,2023-09-17,PR,Sul,Mass Market
C04118,2024-08-15,RJ,Sudeste,Intermediário
C04119,2025-07-30,PA,Norte,Mass Market
C04120,2025-01-23,PA,Norte,Intermediário
C04121,2025-04-05,SP,Sudeste,Mass Market
C04122,2025-06-21,ES,Sudeste,Intermediário
C04123,2023-10-15,PA,Norte,Mass Market
C04124,2025-04-09,MG,Sudeste,Mass Market
C04125,2023-08-16,RS,Sul,Intermediário
C04126,2024-05-20,GO,Centro-Oeste,Intermediário
C04127,2025-06-09,SP,Sudeste,Mass Market
C04128,2024-07-01,SC,Sul,Premium
C04129,2025-01-25,ES,Sudeste,Intermediário
C04130,2025-06-30,SP,Sudeste,Intermediário
C04131,2025-10-05,ES,Sudeste,Intermediário
C04132,2023-09-05,SP,Sudeste,Intermediário
C04133,2023-05-26,SP,Sudeste,Mass Market
C04134,2023-12-23,SP,Sudeste,Intermediário
C04135,2022-12-04,SP,Sudeste,Mass Market
C04136,2023-11-30,RJ,Sudeste,Mass Market
C04137,2025-03-31,SP,Sudeste,Mass Market
C04138,2023-03-10,RJ,Sudeste,Intermediário
C04139,2024-08-03,SP,Sudeste,Intermediário
C04140,2022-11-28,RJ,Sudeste,Mass Market
C04141,2025-06-07,SP,Sudeste,Intermediário
C04142,2025-02-06,SP,Sudeste,Mass Market
C04143,2024-04-02,SP,Sudeste,Mass Market
C04144,2024-08-18,ES,Sudeste,Mass Market
C04145,2023-09-29,BA,Nordeste,Mass Market
C04146,2023-02-10,BA,Nordeste,Mass Market
C04147,2022-08-25,RN,Nordeste,Mass Market
C04148,2025-11-24,PA,Norte,Intermediário
C04149,2022-08-26,SC,Sul,Mass Market
C04150,2025-05-18,SP,Sudeste,Intermediário
C04151,2025-07-20,RS,Sul,Mass Market
C04152,2023-01-30,RJ,Sudeste,Mass Market
C04153,2024-02-16,RN,Nordeste,Intermediário
C04154,2023-05-25,SC,Sul,Mass Market
C04155,2024-04-20,CE,Nordeste,Intermediário
C04156,2024-05-08,MT,Centro-Oeste,Mass Market
C04157,2024-06-12,SP,Sudeste,Intermediário
C04158,2024-05-30,SP,Sudeste,Mass Market
C04159,2022-10-13,SP,Sudeste,Mass Market
C04160,2025-05-07,PA,Norte,Mass Market
C04161,2024-09-04,RN,Nordeste,Mass Market
C04162,2025-11-26,MG,Sudeste,Mass Market
C04163,2023-03-07,SP,Sudeste,Mass Market
C04164,2024-10-08,PA,Norte,Mass Market
C04165,2023-02-24,SP,Sudeste,Mass Market
C04166,2023-01-16,GO,Centro-Oeste,Intermediário
C04167,2022-01-05,SP,Sudeste,Intermediário
C04168,2022-06-10,SP,Sudeste,Mass Market
C04169,2024-07-20,RJ,Sudeste,Premium
C04170,2023-12-14,DF,Centro-Oeste,Mass Market
C04171,2025-03-10,SP,Sudeste,Mass Market
C04172,2022-09-26,GO,Centro-Oeste,Mass Market
C04173,2024-10-21,PE,Nordeste,Mass Market
C04174,2025-04-28,SP,Sudeste,Mass Market
C04175,2023-06-09,RJ,Sudeste,Intermediário
C04176,2023-12-10,PE,Nordeste,Mass Market
C04177,2022-09-29,PE,Nordeste,Mass Market
C04178,2023-02-03,RJ,Sudeste,Intermediário
C04179,2022-12-31,GO,Centro-Oeste,Intermediário
C04180,2025-10-16,SP,Sudeste,Intermediário
C04181,2024-12-16,RS,Sul,Intermediário
C04182,2024-07-20,BA,Nordeste,Mass Market
C04183,2024-09-30,PA,Norte,Mass Market
C04184,2023-01-14,SP,Sudeste,Intermediário
C04185,2022-02-21,PR,Sul,Mass Market
C04186,2023-06-28,MA,Nordeste,Intermediário
C04187,2025-01-02,GO,Centro-Oeste,Mass Market
C04188,2022-11-17,RJ,Sudeste,Mass Market
C04189,2022-03-21,SP,Sudeste,Mass Market
C04190,2025-07-10,RJ,Sudeste,Mass Market
C04191,2023-09-24,SP,Sudeste,Mass Market
C04192,2022-02-11,SP,Sudeste,Mass Market
C04193,2024-02-23,SC,Sul,Mass Market
C04194,2023-03-26,RS,Sul,Mass Market
C04195,2024-01-03,RJ,Sudeste,Intermediário
C04196,2023-08-12,MG,Sudeste,Mass Market
C04197,2022-07-23,SP,Sudeste,Mass Market
C04198,2024-03-12,PI,Nordeste,Mass Market
C04199,2022-10-20,SP,Sudeste,Mass Market
C04200,2024-08-15,PA,Norte,Mass Market
C04201,2025-07-15,SP,Sudeste,Mass Market
C04202,2025-04-21,SP,Sudeste,Intermediário
C04203,2023-03-24,RJ,Sudeste,Mass Market
C04204,2022-01-29,DF,Centro-Oeste,Intermediário
C04205,2025-07-24,SP,Sudeste,Mass Market
C04206,2022-10-10,DF,Centro-Oeste,Intermediário
C04207,2022-09-30,ES,Sudeste,Intermediário
C04208,2022-05-28,MG,Sudeste,Intermediário
C04209,2024-06-07,GO,Centro-Oeste,Mass Market
C04210,2022-07-19,PA,Norte,Premium
C04211,2024-07-22,BA,Nordeste,Premium
C04212,2025-07-22,SC,Sul,Mass Market
C04213,2024-10-04,MG,Sudeste,Intermediário
C04214,2023-03-16,RJ,Sudeste,Mass Market
C04215,2023-06-27,PR,Sul,Intermediário
C04216,2025-02-27,MG,Sudeste,Mass Market
C04217,2023-04-15,BA,Nordeste,Intermediário
C04218,2024-01-23,SP,Sudeste,Mass Market
C04219,2023-12-14,SP,Sudeste,Intermediário
C04220,2025-10-28,PR,Sul,Mass Market
C04221,2024-08-29,SC,Sul,Intermediário
C04222,2023-01-02,SP,Sudeste,Mass Market
C04223,2024-10-26,GO,Centro-Oeste,Intermediário
C04224,2023-04-23,AL,Nordeste,Mass Market
C04225,2024-08-23,ES,Sudeste,Mass Market
C04226,2024-09-26,RS,Sul,Intermediário
C04227,2025-04-27,PA,Norte,Intermediário
C04228,2024-05-17,AL,Nordeste,Mass Market
C04229,2023-07-09,RS,Sul,Intermediário
C04230,2023-11-05,MS,Centro-Oeste,Mass Market
C04231,2024-01-21,RJ,Sudeste,Mass Market
C04232,2025-11-17,PI,Nordeste,Intermediário
C04233,2023-09-25,SP,Sudeste,Premium
C04234,2022-05-26,PR,Sul,Intermediário
C04235,2023-10-14,PB,Nordeste,Mass Market
C04236,2025-10-12,SC,Sul,Intermediário
C04237,2023-01-03,AP,Norte,Mass Market
C04238,2024-08-25,PA,Norte,Mass Market
C04239,2023-05-15,BA,Nordeste,Intermediário
C04240,2025-02-01,MT,Centro-Oeste,Mass Market
C04241,2024-03-17,SP,Sudeste,Mass Market
C04242,2024-02-26,SP,Sudeste,Mass Market
C04243,2023-02-20,RS,Sul,Mass Market
C04244,2022-02-15,RJ,Sudeste,Mass Market
C04245,2022-11-19,SP,Sudeste,Intermediário
C04246,2023-07-04,SP,Sudeste,Mass Market
C04247,2025-06-11,ES,Sudeste,Mass Market
C04248,2022-07-21,MG,Sudeste,Mass Market
C04249,2022-04-14,SP,Sudeste,Mass Market
C04250,2024-06-20,TO,Norte,Mass Market
C04251,2024-07-21,BA,Nordeste,Mass Market
C04252,2024-08-03,SP,Sudeste,Mass Market
C04253,2023-09-01,PR,Sul,Intermediário
C04254,2025-07-22,RS,Sul,Mass Market
C04255,2022-11-08,SP,Sudeste,Mass Market
C04256,2025-03-05,GO,Centro-Oeste,Intermediário
C04257,2025-12-23,SP,Sudeste,Mass Market
C04258,2025-08-15,BA,Nordeste,Mass Market
C04259,2025-09-26,PR,Sul,Mass Market
C04260,2022-03-15,CE,Nordeste,Mass Market
C04261,2023-08-27,MG,Sudeste,Intermediário
C04262,2025-10-02,MG,Sudeste,Mass Market
C04263,2025-09-16,GO,Centro-Oeste,Intermediário
C04264,2024-09-12,SP,Sudeste,Mass Market
C04265,2023-11-15,MG,Sudeste,Mass Market
C04266,2022-06-04,SC,Sul,Intermediário
C04267,2022-05-04,RJ,Sudeste,Intermediário
C04268,2022-10-28,AM,Norte,Premium
C04269,2022-02-22,SP,Sudeste,Premium
C04270,2022-07-17,SP,Sudeste,Mass Market
C04271,2023-11-07,PE,Nordeste,Mass Market
C04272,2022-10-08,SP,Sudeste,Mass Market
C04273,2022-01-17,CE,Nordeste,Intermediário
C04274,2025-07-17,CE,Nordeste,Intermediário
C04275,2025-05-05,CE,Nordeste,Mass Market
C04276,2022-07-03,BA,Nordeste,Mass Market
C04277,2022-07-08,ES,Sudeste,Intermediário
C04278,2024-08-17,PB,Nordeste,Intermediário
C04279,2023-11-04,AL,Nordeste,Intermediário
C04280,2025-04-16,RJ,Sudeste,Intermediário
C04281,2024-06-20,RJ,Sudeste,Mass Market
C04282,2023-07-18,PE,Nordeste,Intermediário
C04283,2022-11-15,RJ,Sudeste,Mass Market
C04284,2023-04-20,SP,Sudeste,Mass Market
C04285,2024-08-13,BA,Nordeste,Intermediário
C04286,2024-03-25,SC,Sul,Mass Market
C04287,2023-06-07,PR,Sul,Mass Market
C04288,2024-01-08,BA,Nordeste,Intermediário
C04289,2022-04-09,MT,Centro-Oeste,Mass Market
C04290,2022-11-27,PE,Nordeste,Mass Market
C04291,2025-03-11,PR,Sul,Mass Market
C04292,2022-05-01,PR,Sul,Mass Market
C04293,2024-11-29,PA,Norte,Mass Market
C04294,2023-04-28,SC,Sul,Intermediário
C04295,2024-02-16,RS,Sul,Mass Market
C04296,2023-07-19,SP,Sudeste,Mass Market
C04297,2022-02-04,SP,Sudeste,Intermediário
C04298,2023-12-27,PI,Nordeste,Mass Market
C04299,2025-03-06,SP,Sudeste,Intermediário
